term_iri	term_label	term_type	mondo_iri	mondo_label	all_children_count	active_children_needing_reparent
http://www.ebi.ac.uk/efo/EFO_1000060	disaccharide deficiency and disaccharide malabsorption	EFO	http://purl.obolibrary.org/obo/MONDO_0004905	intestinal disaccharidase deficiency	0	0
http://www.ebi.ac.uk/efo/EFO_1000062	lactose intolerance	EFO	http://purl.obolibrary.org/obo/MONDO_0100345	lactose intolerance	1	0
http://www.ebi.ac.uk/efo/EFO_1000063	lactose intolerance adult type	EFO	http://purl.obolibrary.org/obo/MONDO_0006065	lactose intolerance adult type	0	0
http://www.ebi.ac.uk/efo/EFO_1000064	Acinar Prostate Adenocarcinoma, Foamy Gland Variant	EFO	http://purl.obolibrary.org/obo/MONDO_0006066	acinar prostate adenocarcinoma, foamy gland variant	0	0
http://www.ebi.ac.uk/efo/EFO_1000065	Acinar Prostate Mucinous Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006067	acinar prostate mucinous adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000066	ACTH-Producing Pituitary Gland Adenoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006068	ACTH-producing pituitary gland adenoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000067	ACTH-Producing Pituitary Gland Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006069	ACTH-producing pituitary gland carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000068	Acute Leukemia	EFO	http://purl.obolibrary.org/obo/MONDO_0010643	acute leukemia (disease)	2	0
http://www.ebi.ac.uk/efo/EFO_1000070	Adenofibroma	EFO	http://purl.obolibrary.org/obo/MONDO_0006071	adenofibroma	1	0
http://www.ebi.ac.uk/efo/EFO_1000071	Adenoid Cystic Breast Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0003185	adenoid cystic breast carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000072	Adenomatoid Odontogenic Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006073	adenomatoid odontogenic tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000073	Adenosquamous Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006074	adenosquamous carcinoma	9	0
http://www.ebi.ac.uk/efo/EFO_1000074	Adrenal Gland Myelolipoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006075	adrenal gland myelolipoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000075	Adrenal Gland Neuroblastoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006076	adrenal gland neuroblastoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000076	Adrenal Medullary Hyperplasia	EFO	http://purl.obolibrary.org/obo/MONDO_0006077	adrenal medullary hyperplasia	0	0
http://www.ebi.ac.uk/efo/EFO_1000077	AIDS-Related Primary Central Nervous System Lymphoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006078	AIDS-related primary central nervous system lymphoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000078	Ameloblastic Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006079	ameloblastic carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000079	Ampulla of Vater Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0017590	carcinoma of the ampulla of vater	1	0
http://www.ebi.ac.uk/efo/EFO_1000080	Anal Melanoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006081	anal melanoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000081	Anal Squamous Cell Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006082	anal squamous cell carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000083	Anaplastic Large Cell Lymphoma, ALK-Negative	EFO	http://purl.obolibrary.org/obo/MONDO_0017603	ALK-negative anaplastic large cell lymphoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000084	Angioleiomyoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006646	angioleiomyoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000085	Angiolipoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006085	angiolipoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000087	Angiomyxoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006086	angiomyxoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000088	Appendix Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006087	appendix adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000089	Appendix Adenoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006088	appendix adenoma	1	0
http://www.ebi.ac.uk/efo/EFO_1000091	Appendix Hyperplastic Polyp	EFO	http://purl.obolibrary.org/obo/MONDO_0006090	appendix hyperplastic polyp	0	0
http://www.ebi.ac.uk/efo/EFO_1000092	Appendix Neuroendocrine Tumor G1	EFO	http://purl.obolibrary.org/obo/MONDO_0006091	appendix neuroendocrine tumor G1	0	0
http://www.ebi.ac.uk/efo/EFO_1000093	Appendix Villous Adenoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006092	appendix villous adenoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000094	Ascending Colon Neuroendocrine Tumor G1	EFO	http://purl.obolibrary.org/obo/MONDO_0006093	ascending colon neuroendocrine tumor G1	0	0
http://www.ebi.ac.uk/efo/EFO_1000095	Askin Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006094	Askin tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000097	Atypical Carcinoid Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006095	atypical carcinoid tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000098	Atypical Endometrial Hyperplasia	EFO	http://purl.obolibrary.org/obo/MONDO_0006096	atypical endometrial hyperplasia	0	0
http://www.ebi.ac.uk/efo/EFO_1000099	Atypical Lipomatous Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006097	atypical lipomatous tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000100	Atypical Lobular Breast Hyperplasia	EFO	http://purl.obolibrary.org/obo/MONDO_0006098	atypical lobular breast hyperplasia	0	0
http://www.ebi.ac.uk/efo/EFO_1000102	B-Cell Prolymphocytic Leukemia	EFO	http://purl.obolibrary.org/obo/MONDO_0019461	B-cell prolymphocytic leukemia	0	0
http://www.ebi.ac.uk/efo/EFO_1000103	Bartholin Gland Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0002829	Bartholin's gland carcinoma	1	0
http://www.ebi.ac.uk/efo/EFO_1000104	Bartholin Gland Squamous Cell Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0004053	Bartholin's gland squamous cell carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000105	Basaloid Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006102	basaloid carcinoma	1	0
http://www.ebi.ac.uk/efo/EFO_1000106	Benign Adrenal Gland Pheochromocytoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006103	benign adrenal gland pheochromocytoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000107	Benign Brain Neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021451	benign neoplasm of brain	0	0
http://www.ebi.ac.uk/efo/EFO_1000108	Benign Carotid Body Paraganglioma	EFO	http://purl.obolibrary.org/obo/MONDO_0006104	benign carotid body paraganglioma	0	0
http://www.ebi.ac.uk/efo/EFO_1000110	Benign Conjunctival Neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0006105	benign conjunctival neoplasm	0	0
http://www.ebi.ac.uk/efo/EFO_1000116	Benign Ovarian Neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0000646	ovarian benign neoplasm	0	0
http://www.ebi.ac.uk/efo/EFO_1000121	Benign Smooth Muscle Neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0006106	benign smooth muscle neoplasm	4	0
http://www.ebi.ac.uk/efo/EFO_1000122	Benign Thyroid Gland Neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0006107	benign thyroid gland neoplasm	1	0
http://www.ebi.ac.uk/efo/EFO_1000123	Bile Duct Adenoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006108	bile duct adenoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000124	Biphasic Mesothelioma	EFO	http://purl.obolibrary.org/obo/MONDO_0006109	malignant biphasic mesothelioma	1	0
http://www.ebi.ac.uk/efo/EFO_1000125	Bladder Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0002751	bladder adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000126	Bladder Flat Intraepithelial Lesion	EFO	http://purl.obolibrary.org/obo/MONDO_0006111	bladder flat intraepithelial lesion	0	0
http://www.ebi.ac.uk/efo/EFO_1000127	Bladder Inflammatory Myofibroblastic Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006112	bladder inflammatory myofibroblastic tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000129	Bladder Small Cell Neuroendocrine Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0004114	urinary bladder small cell neuroendocrine carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000130	Bladder Squamous Cell Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0002760	bladder squamous cell carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000131	Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive	EFO	http://purl.obolibrary.org/obo/MONDO_0006115	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	0	0
http://www.ebi.ac.uk/efo/EFO_1000139	Borderline Ovarian Serous Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0020662	borderline ovarian serous tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000140	Borderline Ovarian Surface Epithelial-Stromal Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0016093	borderline epithelial tumor of ovary	0	0
http://www.ebi.ac.uk/efo/EFO_1000142	Brain Stem Glioma	EFO	http://purl.obolibrary.org/obo/MONDO_0002911	brain stem glioma	0	0
http://www.ebi.ac.uk/efo/EFO_1000143	Breast Carcinoma by Gene Expression Profile	EFO	http://purl.obolibrary.org/obo/MONDO_0006116	breast carcinoma by gene expression Profile	5	0
http://www.ebi.ac.uk/efo/EFO_1000144	Breast Diffuse Large B-Cell Lymphoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006117	breast diffuse large B-cell lymphoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000145	breast fibrosis	EFO	http://purl.obolibrary.org/obo/MONDO_0006118	breast fibrosis	0	0
http://www.ebi.ac.uk/efo/EFO_1000146	Breast Mucosa-Associated Lymphoid Tissue Lymphoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006119	breast mucosa-associated lymphoid tissue lymphoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000147	C-Cell Hyperplasia	EFO	http://purl.obolibrary.org/obo/MONDO_0006120	C-cell hyperplasia	0	0
http://www.ebi.ac.uk/efo/EFO_1000148	Calcifying Fibrous Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006121	calcifying fibrous tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000149	Calcifying Nested Epithelial Stromal Tumor of the Liver	EFO	http://purl.obolibrary.org/obo/MONDO_0006122	calcifying nested epithelial stromal tumor of the liver	0	0
http://www.ebi.ac.uk/efo/EFO_1000150	Cardiac Rhabdomyoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006123	cardiac rhabdomyoma (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_1000151	Cavernous Hemangioma	EFO	http://purl.obolibrary.org/obo/MONDO_0003155	cavernous hemangioma	2	1
http://www.ebi.ac.uk/efo/EFO_1000152	Cavernous Hemangioma of the Face	EFO	http://purl.obolibrary.org/obo/MONDO_0003645	cavernous hemangioma of face	0	0
http://www.ebi.ac.uk/efo/EFO_1000154	Cecum Neuroendocrine Tumor G1	EFO	http://purl.obolibrary.org/obo/MONDO_0006126	cecum neuroendocrine tumor G1	1	0
http://www.ebi.ac.uk/efo/EFO_1000155	Cecum Villous Adenoma	EFO	http://purl.obolibrary.org/obo/MONDO_0000525	cecum villous adenoma	1	0
http://www.ebi.ac.uk/efo/EFO_1000156	Central Nervous System Anaplastic Large Cell Lymphoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006128	central nervous system anaplastic large cell lymphoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000157	Central Nervous System Lymphoma	EFO	http://purl.obolibrary.org/obo/MONDO_0002571	central nervous system lymphoma	2	2
http://www.ebi.ac.uk/efo/EFO_1000158	Central Nervous System Neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0006130	central nervous system neoplasm	26	0
http://www.ebi.ac.uk/efo/EFO_1000159	Cerebellar Liponeurocytoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006131	cerebellar liponeurocytoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000160	Cervical Adenoid Basal Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006132	cervical adenoid basal carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000161	Cervical Adenoid Cystic Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006133	cervical adenoid cystic carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000162	Cervical Adenosquamous Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006134	cervical adenosquamous carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000163	Cervical Clear Cell Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006135	cervical clear cell adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000164	Cervical Endometrioid Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0003665	cervical endometrioid adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000166	Cervical Intraepithelial Neoplasia Grade 2/3	EFO	http://purl.obolibrary.org/obo/MONDO_0006137	cervical intraepithelial neoplasia grade 2/3	0	0
http://www.ebi.ac.uk/efo/EFO_1000167	Cervical Large Cell Neuroendocrine Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006138	cervical large cell neuroendocrine carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000168	Cervical Metaplasia	EFO	http://purl.obolibrary.org/obo/MONDO_0006139	cervical metaplasia	0	0
http://www.ebi.ac.uk/efo/EFO_1000169	Cervical Mucinous Adenocarcinoma, Minimal Deviation Variant	EFO	http://purl.obolibrary.org/obo/MONDO_0006140	cervical mucinous adenocarcinoma, minimal deviation variant	0	0
http://www.ebi.ac.uk/efo/EFO_1000170	Cervical Mucinous Adenocarcinoma, Villoglandular Variant	EFO	http://purl.obolibrary.org/obo/MONDO_0006141	cervical mucinous adenocarcinoma, villoglandular variant	0	0
http://www.ebi.ac.uk/efo/EFO_1000171	Cervical Small Cell Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006142	cervical small cell carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000172	cervical squamous cell carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006143	cervical squamous cell carcinoma	1	0
http://www.ebi.ac.uk/efo/EFO_1000173	Cervical Wilms Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006144	cervical wilms tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000174	Chondroid Chordoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006145	chondroid chordoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000175	Chondroid Hamartoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006146	chondroid hamartoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000179	Chronic Neutrophilic Leukemia	EFO	http://purl.obolibrary.org/obo/MONDO_0019451	chronic neutrophilic leukemia	0	0
http://www.ebi.ac.uk/efo/EFO_1000181	Clear Cell Papillary Cystadenoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006149	clear cell papillary cystadenoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000182	Colon Burkitt Lymphoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006150	colon Burkitt lymphoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000183	Colon Dysplasia	EFO	http://purl.obolibrary.org/obo/MONDO_0006151	colon dysplasia	0	0
http://www.ebi.ac.uk/efo/EFO_1000184	Colon Inflammatory Polyp	EFO	http://purl.obolibrary.org/obo/MONDO_0006152	colon inflammatory polyp	0	0
http://www.ebi.ac.uk/efo/EFO_1000185	Colon Juvenile Polyp	EFO	http://purl.obolibrary.org/obo/MONDO_0006153	colon juvenile polyp	0	0
http://www.ebi.ac.uk/efo/EFO_1000186	Colon Mucosa-Associated Lymphoid Tissue Lymphoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006154	colon mucosa-associated lymphoid tissue lymphoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000188	Colon Neuroendocrine Tumor G1	EFO	http://purl.obolibrary.org/obo/MONDO_0006155	colon neuroendocrine tumor G1	4	0
http://www.ebi.ac.uk/efo/EFO_1000189	Colon Sessile Serrated Adenoma/Polyp	EFO	http://purl.obolibrary.org/obo/MONDO_0006156	colon sessile serrated adenoma/polyp	0	0
http://www.ebi.ac.uk/efo/EFO_1000190	Colorectal Adenosquamous Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006157	colorectal adenosquamous carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000191	Colorectal Diffuse Large B-Cell Lymphoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006158	colorectal diffuse large B-cell lymphoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000192	Colorectal Gastrointestinal Stromal Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006159	colorectal gastrointestinal stromal tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000193	Colorectal Hamartoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006160	colorectal hamartoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000194	Colorectal Juvenile Polyp	EFO	http://purl.obolibrary.org/obo/MONDO_0006161	colorectal juvenile polyp	0	0
http://www.ebi.ac.uk/efo/EFO_1000195	Colorectal Neuroendocrine Tumor G1	EFO	http://purl.obolibrary.org/obo/MONDO_0006162	colorectal neuroendocrine tumor G1	1	0
http://www.ebi.ac.uk/efo/EFO_1000196	Colorectal Serrated Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006163	colorectal Serrated adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000197	Colorectal Sessile Serrated Adenoma/Polyp	EFO	http://purl.obolibrary.org/obo/MONDO_0006164	colorectal sessile serrated adenoma/polyp	1	0
http://www.ebi.ac.uk/efo/EFO_1000198	Colorectal Squamous Cell Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006165	colorectal squamous cell carcinoma	2	0
http://www.ebi.ac.uk/efo/EFO_1000199	Columnar Cell Hyperplasia of the Breast	EFO	http://purl.obolibrary.org/obo/MONDO_0006166	columnar cell hyperplasia of the breast	0	0
http://www.ebi.ac.uk/efo/EFO_1000200	Combined Lung Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006167	combined lung carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000202	Complex Endometrial Hyperplasia	EFO	http://purl.obolibrary.org/obo/MONDO_0006169	complex endometrial hyperplasia	0	0
http://www.ebi.ac.uk/efo/EFO_1000203	Conjunctival Disorder	EFO	http://purl.obolibrary.org/obo/MONDO_0006170	conjunctival disorder	3	1
http://www.ebi.ac.uk/efo/EFO_1000204	Conjunctival Melanoma	EFO	http://purl.obolibrary.org/obo/MONDO_0002096	malignant conjunctival melanoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000205	Conjunctival Nevus	EFO	http://purl.obolibrary.org/obo/MONDO_0006172	conjunctival nevus	0	0
http://www.ebi.ac.uk/efo/EFO_1000206	Conjunctival Squamous Cell Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006173	conjunctival squamous cell carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000208	Cortisol-Producing Adrenal Cortex Adenoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006174	cortisol-producing adrenal cortex adenoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000209	Craniopharyngioma	EFO	http://purl.obolibrary.org/obo/MONDO_0018907	craniopharyngioma	0	0
http://www.ebi.ac.uk/efo/EFO_1000210	Cribriform Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006176	cribriform carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000212	Cutaneous Undifferentiated Pleomorphic Sarcoma	EFO	http://purl.obolibrary.org/obo/MONDO_0002141	cutaneous undifferentiated pleomorphic sarcoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000214	Dedifferentiated Solitary Fibrous Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006178	dedifferentiated solitary fibrous tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000215	Desmoplastic Ameloblastoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006179	desmoplastic ameloblastoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000217	Digestive System Adenoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006180	digestive system adenoma	9	1
http://www.ebi.ac.uk/efo/EFO_1000218	Digestive System Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006181	digestive system carcinoma	35	1
http://www.ebi.ac.uk/efo/EFO_1000219	Digestive System Mixed Adenoneuroendocrine Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006182	digestive system mixed adenoneuroendocrine carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000220	Disseminated Peritoneal Leiomyomatosis	EFO	http://purl.obolibrary.org/obo/MONDO_0006183	disseminated peritoneal leiomyomatosis	0	0
http://www.ebi.ac.uk/efo/EFO_1000221	Ductal Breast Carcinoma In Situ and Lobular Carcinoma In Situ	EFO	http://purl.obolibrary.org/obo/MONDO_0006184	ductal breast carcinoma in situ and lobular carcinoma in situ	0	0
http://www.ebi.ac.uk/efo/EFO_1000223	Duodenal Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006186	duodenal adenocarcinoma	1	0
http://www.ebi.ac.uk/efo/EFO_1000225	Duodenal Villous Adenoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006187	duodenal villous adenoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000228	EBV-Positive T-Cell Lymphoproliferative Disorder of Childhood	EFO	http://purl.obolibrary.org/obo/MONDO_0006188	EBV-positive T-cell lymphoproliferative disorder of childhood	0	0
http://www.ebi.ac.uk/efo/EFO_1000229	Eccrine Porocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006189	eccrine porocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000230	Endolymphatic Sac Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0006190	endolymphatic sac tumor (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_1000231	Endometrial Clear Cell Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006191	endometrial clear cell adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000233	Endometrial Endometrioid Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006192	endometrial endometrioid adenocarcinoma	1	1
http://www.ebi.ac.uk/efo/EFO_1000234	Endometrial Hyperplasia without Atypia	EFO	http://purl.obolibrary.org/obo/MONDO_0006193	endometrial hyperplasia without atypia	0	0
http://www.ebi.ac.uk/efo/EFO_1000236	Endometrial Mucinous Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0002747	endometrial mucinous adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000237	Endometrial Polyp	EFO	http://purl.obolibrary.org/obo/MONDO_0006195	endometrial polyp	0	0
http://www.ebi.ac.uk/efo/EFO_1000238	Endometrial Serous Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006196	endometrial serous adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000239	Endometrial Small Cell Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006197	endometrial small cell carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000240	Endometrial Squamous Cell Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006198	endometrial squamous cell carcinoma	1	0
http://www.ebi.ac.uk/efo/EFO_1000242	Endometrial Undifferentiated Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006199	endometrial undifferentiated carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000244	Epithelioid Cell Uveal Melanoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006200	epithelioid cell uveal melanoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000246	Ethmoid Sinus Adenoid Cystic Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006201	ethmoid sinus adenoid cystic carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000247	Extrahepatic Bile Duct Adenosquamous Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006202	extrahepatic bile duct adenosquamous carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000248	Extrahepatic Bile Duct Squamous Cell Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006203	extrahepatic bile duct squamous cell carcinoma	1	0
http://www.ebi.ac.uk/efo/EFO_1000249	Extramammary Paget Disease	EFO	http://purl.obolibrary.org/obo/MONDO_0008177	extramammary Paget disease	0	0
http://www.ebi.ac.uk/efo/EFO_1000250	Extraskeletal Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0021039	extraskeletal Ewing sarcoma/peripheral primitive neuroectodermal tumor	0	0
http://www.ebi.ac.uk/efo/EFO_1000251	Fallopian Tube Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006206	fallopian tube carcinoma	2	0
http://www.ebi.ac.uk/efo/EFO_1000252	Fallopian Tube Carcinosarcoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006207	fallopian tube carcinosarcoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000253	Fallopian Tube Serous Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006208	fallopian tube serous adenocarcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000255	Fibroblastic Neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0006209	fibroblastic neoplasm	4	0
http://www.ebi.ac.uk/efo/EFO_1000256	Fibrolamellar Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006210	fibrolamellar carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000257	Fibrous Hamartoma of Infancy	EFO	http://purl.obolibrary.org/obo/MONDO_0006211	fibrous hamartoma of infancy	0	0
http://www.ebi.ac.uk/efo/EFO_1000259	Flat Urothelial Hyperplasia	EFO	http://purl.obolibrary.org/obo/MONDO_0006212	flat urothelial hyperplasia	0	0
http://www.ebi.ac.uk/efo/EFO_1000260	Floor of Mouth Mucoepidermoid Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006213	floor of mouth mucoepidermoid carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000261	Follicular Variant Thyroid Gland Papillary Carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006214	follicular variant thyroid gland papillary carcinoma	0	0
http://www.ebi.ac.uk/efo/EFO_1000262	Gallbladder Adenocarcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0006215	gallbladder adenocarcinoma	0	0
